userName,score,at,content
Dayanti Daday,1,2023-08-23 17:14:36,"Ko aneh, padahal kode otp sudah masuk dan benar pas di masukin kodenya malah suruh masukin kode otp yang benar, nyoba berkali2 tetep aja sama, aneh tapi nyata. Gak berguna jadinya menyulitkan da."
Maniax Dota,1,2023-08-23 17:10:17,Aplikasi tololl... Peduli lindungi udh bagus.. Lu kemanain
Andi Wirawan,1,2023-08-23 16:55:06,Malah gk bisa login kan aneh
Ayu Lusiana,1,2023-08-23 16:47:47,"Login hanya bisa menggunakan nomor HP, padahal nmor sy sdh tdk aktif dan tdk ada email trdaftar, selalu di suruh hubungi WA tpi tdk pernah di respon, tdk ada solusi untuk mengembalikan akun.. Saya perlu untuk berpergian !"
Hj Zaleha,5,2023-08-23 16:37:41,Maju terus
Elpan Sastra,5,2023-08-23 16:34:14,"Perbaruan mulu tapi lemot, perbaiki dong apk nya"
Dewangga Meyndra,1,2023-08-23 16:28:47,kenapa mau daftar muncul nama saya tidak terdaftar di KTP? padahal udah ada ktp
Roki,1,2023-08-23 16:23:51,Apk jelek ga kaya dulu
Muhamad Pikri,2,2023-08-23 15:23:37,Min cara memperbaiki data vaksin gmna? Saya bingung sekali
Agus Prasetiyo,1,2023-08-23 14:10:05,Kaga jelas
Egian iyan,1,2023-08-23 14:06:05,"Aplikasi tolol, gua udah vaksin ke 3 ,knpaa di sini belum terdaftar ajing"
kang AZZHO,5,2023-08-23 13:11:15,Yg dibutuhkan saat ini
Ketut Sriwati,5,2023-08-23 13:07:43,Mantap
Andi Sinarta,1,2023-08-23 12:34:01,"Maaf saya uninstall, apk makin kesini makin buruk, balikin ke Peduli Lindungi saja"
Bambang Suseno,1,2023-08-23 11:59:46,Masa JD tidak sertifikat saya
mhd khalilurrahman,1,2023-08-23 11:28:32,Sertivikat vaksin gue hilang semua
wiharto wmp,1,2023-08-23 11:06:14,Jelek banget aplikasi nya saya masukin nmr hp dan cari negara gak konek .
Restu Parbawa,1,2023-08-23 10:36:27,"sangat buruk , belajar dulu bikin aplikasi !! mau login aja susah amat 5 jam gak kelar !!"
Tanto Tan,1,2023-08-23 10:34:22,"Aplikasi semakin ribet,mau buka suruh login dan mau login pakai no hp kode verifikasinya masuknya ke watsap.sedangkan no hp sya tdk pake watsap.lbh mdh yg peduli lindungi."
DANAN JAYA,1,2023-08-23 09:49:20,"Mohon apknya di perbaki di sistemnya sangat susah untuk login tidak seperti apk yang terdahulu apk pedulilindungi, apk agak agak"
Musta jib,4,2023-08-23 08:58:45,"🇧🇱🏀🎻m . M. J. N M..ñm ..m..mm. ,...m . V. Mm. Ñ. Ñ. Mm. Mñ.. nm mm. .m... .. nñmmmn. Fff. X ."
chandra suryani,5,2023-08-23 07:42:41,Mantab
Dari Yasin,2,2023-08-23 04:37:46,Diari kesehatannya datanya ga muncul. Untuk menu lainnya klo bisa disederhanakan aja dibuka juga ga ada apa-apa. Cuma download karena ada sertifikat vaksin aja.
Rafli Pramana,1,2023-08-23 04:14:38,Woi taik sertifikat vaksin gua mana woi. Gua mau ngelamar kerja balikin woy ajg
Lina Dio,1,2023-08-23 00:52:50,Okay
Afdal rama Doni,5,2023-08-22 22:00:21,Okelah
Tiurma floretha,5,2023-08-22 21:38:25,Mudah diakses
FROSGAXMAX XV,2,2023-08-22 20:58:38,sy suka aplikasi berguns untuk menbuktiksn kita sudah vaksin dan kita bisa download sertifikat vaksin tapi tolong lah setelah update jangan login ulang capek tau sumpah setiap update pasti selalu mintaj login ulang kenapa sih seakan akan sy Pengguna baru sumpah
TAUFIK WOTE,1,2023-08-22 20:20:30,"sudah 2 hari daftar gak bisa bisa, keterangan nama dan nik tidak sama, padahal NIK dan NAMA sudah benar, memang APK ini menyulitkan udah komplain tetap saja slow respons dan tanggapan tidak tepat dengan keluhan, beda jawaban, bikin pusing saja,"
aprila maulida24,1,2023-08-22 20:15:51,"kenapa skrg aplikasi kaya gini ya? saya mau login dipersulit pake no kode verifikasinya tidak ada pedahal benar saya dulu daftar pakai no ini dan pake email tidak ditemukan, sungguh bikin emosiii!!!!"
Gugun Permana,2,2023-08-22 20:03:55,Kenapa kode verifikasi saya tidak masuk
Muhammad Fadil,4,2023-08-22 19:17:00,Apk tololll udh di daftar malah di bilng nama ngak sesuai di nik
Sasie Lee,2,2023-08-22 18:00:29,Keseringan susah buat masuk. Padahal udah bener emailnya.
Shefian Adi Wijaya,1,2023-08-22 17:44:58,"Sudah Vaksin, Tapi sertifikat belum keluar sampai sekarang :)"
Insan Deli,1,2023-08-22 17:24:52,"Email dan nomor hp ilang gak bisa login, respon cs lemot payah"
Rega Hadinata,1,2023-08-22 17:14:12,Jadi gk guna Otp nya kagak muncul muncul
Johan Sipitung,1,2023-08-22 16:46:45,"Aplikasi buruk nggak bisa buka akun , padahal email dan nomor sudah terdaftar di pedulilindungi sejak di ganti satusehat nggak bisa kebukab,, kecwaaaaa !!!!!!!"
Fendy gooners,1,2023-08-22 16:43:14,"Gimana coba,gua udh 3 kali Vaksin data gua hilang 🤣, cuma sekali vaksin data nya. Aplikasi ga berguna,merugikan ini namanya"
Rewin Ilham,1,2023-08-22 16:18:22,"Aplikasi ga bermanfaat, mau login aja susah amat,"
Attar Ismail,1,2023-08-22 16:08:48,Apaan sih ngecek kartu vaksin aja gak bisa lebih bagus peduli indungi pake acara di ganti dasar aplikasi gak jelas
Badell Ngerih,1,2023-08-22 16:08:09,Ini gimana sii masa sertifikat vaksin gw ilang setelah peduli lindungi di ganti ini gomblok emang
Resza Bakhtiar,1,2023-08-22 15:22:38,kenapa data sertifikat vaksin saya balik salah lagi dulu peduli lindungi udah bener ini malah salah lagi nama sertifikat vaksin udah gk sesuai nama ktp saya.
Dewi Komalasari,1,2023-08-22 14:51:11,Ancur
Andi Parulian,1,2023-08-22 14:40:23,Maaf ini... aplikasi tidak berfungsi dan tdk bisa login... Knp di pertahankan... Ksh solusi atau perbaikan... Saya buat kerja... Mohon kerjasama nya...
syam sul,5,2023-08-22 14:37:55,Excellent
Dasmanta Putra,3,2023-08-22 13:35:37,Smoga dengan nama baru ini jadi mkin baik dn gampang digunakan.
Indach ajadah,1,2023-08-22 12:34:02,Setelah di update tidak bisa log in.. padahal kode otp sudah benar.. ini gimana ya..
piul,1,2023-08-22 12:12:31,Makin ribet
Aida Fajrah,5,2023-08-22 11:22:54,Ok
Mala Habil,1,2023-08-22 10:52:16,"Akibat download apk ini, Bpjs kesehatan gw di retas data gw di gunain, sampai di non aktifin oleh pihak Bpjs kes."
lya nabi,1,2023-08-22 10:09:46,Ini aplikasinya sakit ya. Disuruh kirim OTP udah masukin OTP malah di bilang salah . Tunggu 2 menit coba login lagi dapat otp baru malah katanya anda sudah melebihi batas maksimum. Sakit banget ya
Muhammad Iqbal,1,2023-08-22 10:01:22,Kok sertifikat vaksin 1 sama 2 hilang aplikasi aneh
Bislam Apud,1,2023-08-22 09:59:53,"Saya pikir ini bagus,ga tahu nya sangt buruk sejak satusehat,tks"
yohannes butarbutar,4,2023-08-22 08:15:19,Mantap bro.
Mufida Natalina,5,2023-08-22 06:59:09,Sangat bermanfaat
TM RMX,1,2023-08-22 02:03:43,"sangat membuat kesulitan, tidak bisa masuk hm"
M Gazali,1,2023-08-21 23:57:07,Aplikasi cacat
Hy Way,1,2023-08-21 21:57:07,# KEMBALIKAN KE PEDULI LINDUNG
Inten Sukensiwi,1,2023-08-21 21:41:55,Ga ada kata²....
Ari Yanto,1,2023-08-21 21:22:01,baru diupdate eeee ada update lagi
Bandit Tv,1,2023-08-21 21:01:56,"Bodoh, rebutan vendor gak becus urus aplikasi, sudah bosteer data gak ke input. Semoga kalian mati lah"
Muhammad Yuzar,1,2023-08-21 20:37:16,"Aplikasi gak guna, jelas² udah bener 6 digit kode verifikasi nya dan waktu nya juga baru berapa detik dikirim tapi masih aja terdeteksi kesalahan, emang udah gak bener ini aplikasi nyusahi orang terus"
RIDWAN BAEHAQI FATHU RAHMAN,1,2023-08-21 20:00:38,Udah vaksi bosster pertama tapi belom muncul keterangan di aplikasi satusehat update data nya payah
Ahmad Apriyanto,1,2023-08-21 19:57:20,Makin kesini harusnya makin membaik ini malah makin ancur. Pas masih peduli lindungi fiturnya mudah dimengerti. Sekarang ribet.
Ahmad Abubakar (Aab),5,2023-08-21 19:49:12,Semoga bermanfaat
subur kusnanto,5,2023-08-21 19:22:56,Ok ok 👍👍👌
Budi Santoso,5,2023-08-21 18:12:35,Ok
Salsa Aulia,1,2023-08-21 17:51:26,"Aplikasi apaan jelek kyk giniii, masa udh vaksin tpi gaada sertifikat nya gimana sih ini aplikasi ngacooo"
Siti Diyani,1,2023-08-21 17:50:21,Aplikasi gajelas mau masuk aja susah kode verivikasi ga muncul²
Muhammad Ragiel Raya Rabani,1,2023-08-21 17:44:05,"Ini gimana ya caranya liat sertifikat vaksin, tadinya ada di peduli lindungi, tapi ilang disini"
Vicky Permana,1,2023-08-21 17:26:10,Bagusan yang dulu Sekarang tambah ribet
Diex Nugroho,5,2023-08-21 17:12:01,Dengan aplikasi satusehat saya bisa mengecek sertifikat vaksin yang sudah saya lakukan.
7ANUAR PRATAMA 'OEY,5,2023-08-21 16:58:13,terimakasih
Laili Zulkarnain,1,2023-08-21 16:35:00,"Kenapa mau daftar, kode verifikasi kok gak masuk²? Aplikasi negara masak kyak gini? Siapa yg buat? Bobrok gini"
Prince Yadhi Purnama Official,5,2023-08-21 16:20:45,"Integrasi Mobile JKN sama SATUsehat Mobile belum ada! Belum bisa lihat Resume Medis, belum bisa Ambil Antrian Online! Tingkatkan jangan Stuck disini aja, untuk daftar Obat atau Vitamin semua penyakit atau Virus belum ada..... Yuk bisa yuk jangan Tidur DeveloperNya, sayang aplikasinya harusnya ada perkembangan lebih mengejutkan dan memanjakan para penggunanya....."
Vilandri Ramadhani Ajeng,5,2023-08-21 15:53:52,Yuk Perilaku Hidup Bersih dan Sehat bebas COVID-19
Mas Serdadu Tepi Kota 77,2,2023-08-21 15:25:46,Opo iki
Marini 12,2,2023-08-21 15:12:58,Kenapa harus ganti satu sehat dah bagus peduli lindungi. Data vaksin jadi gak keluar. Tolong perbaiki lagi...
muhammad athariq,1,2023-08-21 14:09:21,"makin sulit nih aplikasi di banding sebelum nya lebih baik, kocakkk niat nya bikin maju aplikasi malah bikin ribet, yg ngusulin upgrate makin ribet lu kocak sekeluarga"
Fikri Julivia,1,2023-08-21 14:02:07,"Ko ga ada ya daftar riwayat saya vaksin untung ada surat vaksin nya yg di ttd perawat tolong buat lah saya tetap waras terimakasih, banyak telah mempersulit ."
Safrudin Sutisna,5,2023-08-21 14:00:09,Oke
firman maulana ali,5,2023-08-21 13:30:17,Good
Usup Black,1,2023-08-21 13:11:58,"Di update gk bisa masuk kode negara tidak ada, makin gk jelas apk ini"
Mansyah Jhaa,1,2023-08-21 12:33:05,Apk tolol gk guna
Muammar Rafii,2,2023-08-21 11:48:57,Saya sudah booster ke 2 tapi sertifikat vaksin belum muncul2 sampai skrng padhal sudah 2 bulan lebih.. Masih enakan pedulilindungi
rasaz devi,1,2023-08-21 11:24:46,"Download nya lama banget, udah 100℅ tapi gak bisa diklik buka. Download masih berjalan padahal udah 100℅ ,tulisan di aplikasinya tertunda."
ANTONIUS LATIEF,4,2023-08-21 11:14:45,Nn3
Rian Septiawan,1,2023-08-21 10:59:14,Buruk sekali harus log in terus ribet enakan yang dlu BURUK SEKALI SEKARANG
Ferdi Rahmadani,1,2023-08-21 10:30:17,apasi ajg kok akun gua gk tedaftar padahal gua udh vaksin smpe 3 kali
Adria Rajuliansyah,1,2023-08-21 10:15:50,"anggaran doang gede, upgrade aplikasi malah bikin pusing, lebih nyaman pedulilindungi. anggarannya kurang kah, maniezzz? wkwk"
Hendrik Markus,5,2023-08-21 10:05:16,Layanan nya masih tetap bagus terimakasih
Maria Nadyla,1,2023-08-21 08:41:05,Ribet tiket ga muncul²
ANDRY CHRISTIAN,5,2023-08-21 00:13:40,Excellent
leo salam,1,2023-08-20 23:46:06,ga bisa liat sertifikat
Satria Pratama,1,2023-08-20 23:05:02,"Tolong banget nih buat QA aplikasi ini ntah emang android aja atau ios juga sama tapi emang bener app ini nggak se bagus pedulilindungi dulu. Jujur dari segi UI emang si bagus cuman dari segi UX dan semua komponen berfungsi dengan baik. Ini udah dari UX kurang, komponen atau fitur ada yang ngga jalan kayak unduh sertifikat vaksin. CS nya pun yang ngga ngasih solusi malah lempar buat coba ini ngga langsung bilang ke developnya. Tolong dong disampaikan ke developnya"
Syelora,1,2023-08-20 20:37:08,Ribet loading lama lagi hadehhh. Org lagi perlu dipersulit aneh udh ada app peduli lindungi malah dibuat yg kyk ginian
Beny Alexander,1,2023-08-20 19:37:29,ganggu
Sari Trimurni,5,2023-08-20 17:57:25,Saya udh coba dowload gx bisa terus
rida zendrato rida,5,2023-08-20 15:22:40,kok berubah
dunia anak,1,2023-08-20 14:29:53,bad
Wira Septian,1,2023-08-20 11:02:13,"Kok data vaksin saya hilang? Semenjak update jadi parah ini aplikasi, sangat mengecewakan sekali"
alif muzaini,1,2023-08-20 10:04:52,Lah apk aneh udh bnr masukin kode otp gk bisa2 ampe di suruh nunggu 5 menit
Wisnu Irawan,5,2023-08-20 02:03:26,"Ok ketemu sertifikat nya, thx"
Agus Triswanto,1,2023-08-19 21:01:06,"Kenapa jadi downgrade sii, asalnya peduli lindungi udah bagusss aplikasinya, eh malah jadi ini. Ribet, dan pas download sertifikat malah gagal terusss aneh"
Dewi Sinta,1,2023-08-19 19:07:39,"Kenapa sertifikasi vaksin ku hilang, di peduli lindungi dulu ada setelah di update jadi satusehat malah hilang sertifikasi vaksin ku, di cek malah ada keterangan belum pernah vaksin padahal dulu waktu sekolah sudah 2 kali vaksin"
david Bekham,5,2023-08-19 18:25:22,Sudah update
Heru Jamaludin,5,2023-08-19 18:11:25,Ganti
J2 Prime,5,2023-08-19 17:54:59,top
Muhammad Husni Aqshori,1,2023-08-19 17:26:29,Ngak bisa di download..👎😡
Riky Nanda,1,2023-08-19 15:51:57,Udah bener peduli lindungi yg ini ribet
Nur Kholifah,5,2023-08-19 15:21:07,Bingung sekarang
Elshi Pelgatasya,1,2023-08-19 14:48:48,Apk ny bikin darah TINGGI.
Arief Rahman,1,2023-08-19 13:43:49,"Lebih ok Peduli lindungi sih menurut sy, semua sertifikat vaksin bisa muncul, di apk satu sehat ga ada sertifikatnya, kasih bintang 1 dulu y, mks"
Syahdee 74,1,2023-08-19 09:52:44,aplikasi pemerintah kya gni mau masuk aj ga bisa2..
Nirvana Nuban,1,2023-08-19 08:44:21,Server selalu gagal. Mendownload sertifikat tidak bisa walau dicoba berhari-hari.
L7,1,2023-08-19 08:06:39,"Aplikasi dengan sistem sangat buruk, ngirim kode verifikasi pas di lanjutin code verivikasi salah, trus giliran minta kode baru suruh nunggu 5 menit."
Hamid AR,1,2023-08-19 07:55:48,"Lohh minn ini vaksin 3 gaada di data kemana ini, padahal udah melakukan vaksin 3 dari 2 minggu yang lalu"
Udung Rediansah,5,2023-08-19 07:33:08,Ok
Nia Apri Yanti,5,2023-08-19 06:50:24,Sangat baik
Marta Kusumah,5,2023-08-19 05:51:03,Keren
Sofiroh Cc,5,2023-08-18 22:59:22,Mantap
Suci Komariyah,1,2023-08-18 22:38:05,TOLONGLAH BUAT ADMIN BENERIN NIH APLIKASI GAJELAS.MASA BUAT NGUNDUH SERTIFIKAT VAKSIN GABISA PADAHAL BUTUH BGT BUAT NGELAMAR KERJA.TOLING LAH SEGERA DIPERBAIKI!!!SURUH LAPOR LAPO DI WA MALAH YG BALES BOT AJG EMANG APLIKASI GAGUNA
Yupix Moel,1,2023-08-18 22:00:33,"Apk sue di download jgn ada mau buang"" koat"
jamalmirda scom,5,2023-08-18 21:34:52,Good
aruel wonk,2,2023-08-18 21:10:47,Sertifikat vaksin nya kok gak muncul di aplikasi yg sekarang 😏 sementara kasih 2 dulu
Muhammad Ali AL,5,2023-08-18 20:50:30,Belum digunakan saat pertama kali terdaftar dan masa Pedemi Covid-19 udah mulai berakhir dlm 3 bulan kedepan. Smoga aja masih diperlukan utk lewati pemeriksaan yg lain di Plaza² atau Mall di seluruh Indonesia.
Reza Ganteng,5,2023-08-18 18:04:20,BAGUS
Agu Pratama,1,2023-08-18 18:01:52,"Tolong keluar kan sertifikat vaksin saya pak, udah satu bulan belum keluar2 juga., saya butuh buat kerja.."
The Rock,1,2023-08-18 16:50:00,"Kirim kode aja lama banget sie aplikasi GK jlas, kirim kode verifikasi lama banget beda sama peduli lindungin"
Koh Wie,5,2023-08-18 16:21:23,aplikasi ini banyak manfaatnya
Arif Firmansyah,2,2023-08-18 16:09:47,Sudah mau seminggu sesudah vaksin booster tpi sertifikat tidak kunjung ada.
Samsung Samsung,5,2023-08-18 15:36:39,Mamak ku ing76856in 27habiskan
LISMAN,5,2023-08-18 15:16:00,Satusehat mobile good 👍
iqbal iqbal,1,2023-08-18 10:42:41,Kecewa banget sertifikat vaksin booster gak muncul di apk silyt ini
Rasyihid Khadavy,1,2023-08-18 09:27:53,"Gk bisa masuk, kode verifikasi tak bisa di pakai"
Ratri Ciptaning,1,2023-08-18 04:17:30,"Gimana ini dulu bisa simpan sertifikat 2 nama sendiri sendiri dengan identitas berbeda dalam 1 nomor tlp, sekarang namaku tapi sertifikat orang lain yg di aplikasiku."
Reza Auliyadi,1,2023-08-18 03:32:26,Error gak bisa download sertifikat vaksin
Yuliana tewu Tondano,3,2023-08-18 00:10:50,O7 o0 ib
Reno Fahlevi,1,2023-08-18 00:05:00,"Dulu waktu masih pedulilindungi perasaan pas masuk aman aman aja , lah ini waktu udh ganti jadi SATUSEHAT mau masuk lama amat , kode verifikasi ga kekirim mulu udh beberapa kali nyoba nunggu kode verifikasi nya gaada . Benerin dulu bug nya , kalo udh bener baru dikasih bintang 5 😌"
Wanda Faujiah,1,2023-08-17 19:08:03,SANGAT MEMPERSULIT!
ozi Takhasyi,1,2023-08-17 18:31:52,"Apk SAMPAH, MASUK SUSAH, DI DALAM JUGA DI PERSULIT, MENDING PEDULI LINDUNGI, JELAS SIMPLE, DAN MEMBANTU."
Eka Sapto,1,2023-08-17 17:59:26,Gak bisa dibuka!!!!
Wahyudii Akhmadd,4,2023-08-17 17:12:38,"Permisi, saya udah vaksin booster 2 tpi sertifikat tidak muncul."
Fajar Fauzan Mahendra,1,2023-08-17 16:10:54,Sudah vaksin booster tidak muncul sertifikatnya
Bang ell,1,2023-08-17 15:03:29,Kenapa saya sudah vaksin 2 di apk masih vaksin 1 Makin aneh
Aldi Lulana,4,2023-08-17 14:44:47,"PROMO GERCEP! Beli PAKET DATA hr ini dpt kuota Youtube: 1. 5rb, dpt 500MB 1hr 2. 10rb, 1GB 2hr 3. 50rb++, 3GB 3hr Yuk cek *111*1# atau bit.ly/PastiPromo Kuota dikirim 24 jam dari pkt aktif Info 132 S&K"
Danti erlina,2,2023-08-17 14:29:22,Baik sekali
Rizqullah Ibrohim,1,2023-08-17 14:22:04,loading lemot
Hendrik Rizki,5,2023-08-17 14:09:10,Bagus kalo udah diupdat
Rivchi Hanni Ngovangari,1,2023-08-17 12:59:47,Email dan nomor hp tdk terdaftar setelah coba daftar NIK sudah terdaftar padahal nomor dan email yang digunakan sudah sama dengan di Peduli Lindungi.
Mariana Rindi,5,2023-08-17 11:10:15,Aplikasi ini sangat membantu kita untuk info kesehatan
Rara Indriani,5,2023-08-17 08:34:18,Okee
Kartikawonkwak tika,1,2023-08-17 07:47:42,Aplikasi g bisa dibuka
Panduwinata Pandu,1,2023-08-17 07:08:23,Arsip sya malah hilang setlh update ke satusehat. Sertifikat yg sudah di unduh hilang data nya
Ibrahim Sri Widodo,5,2023-08-17 05:16:25,Gak bisa di buka... Force close terus...
Firman Syah,1,2023-08-17 01:56:58,Kenapa gak bisa di download aplikasi nya kurang bagus tolong di perbaiki Aplikasi gak jelas masak gak bisa di download sertifikat vaksin nya
Eskrim Sisa kemarin,1,2023-08-17 01:17:22,"Aplikasi bngsattt,, bikin susah orang ajj, udah jelas no hp bener , segala belum terdaftar ,, apa sih mau nya bikin ribet orang ajj , di aplikasi ngga ad menu live chat,, riwayat pesan di wa kode otp waktu masuk dulu masih kesimpen ,, aplikasi keluar sendiri giliran login no gak terdaftar , goblokk,, ora penting buat ngelamar kerja ,, goblokkk ,,, goblokk aplikasi tolol bikin kesel orang ajj ,"
Mirza Adil Fahira Indrawan,1,2023-08-16 20:37:27,"Ga bisa daftar,katanya nama tidak sesuai dengan NIK.Padahal udah ngikutin yg di KTP tetap aja ga bisa.Ini gimana sih adminnya?"
Firhanfadel Saputra,1,2023-08-16 19:02:32,Ribet anj aplikasi nya
Fera Wati,5,2023-08-16 18:57:19,Sertifikat vaksin 3 belum masuk aplikasi satu sehat
Daffa Alfarizzi,1,2023-08-16 17:23:09,Ribet daftar apknya
Dery Nurcahyo,5,2023-08-16 16:45:53,Aplikasinya sudah bagus tapi saat ini saya tidak bisa mengakses aplikasi satu sehat. Apakah aplikasinya sudah tidak aktif lagi ?
Leni Zailiani,1,2023-08-16 15:49:45,"Sertifikatnya pada hilang, tinggal punya qu aj, pdhal waktu peduli lindung ada semua dari punya ortu,suami dan anak, ini hilang semua, krna emank semua pakai no hp aq, ahh kecewa perbaharui, gak baca ulasan dulu."
yourboys,1,2023-08-16 15:47:40,Kecewa
Iwan Marwanto,4,2023-08-16 14:51:49,Kita harus percaya ... tspi tahu batas batasnya Demikian juga walaupun negara kita demokrasi .... tetap kita haruslah beradap ketika memmberi kritisisasi 👍👍👍itu namanya anda dan kita kita terpelajar semua .... jangan ... NGAJARI RAKYAT BERINGAS ..... BISMILAH
Anggi Wdy,1,2023-08-16 14:29:48,Apk ngebug
Aceng Lanjan,5,2023-08-16 14:22:37,Mantep
D. Mutia Triandini,3,2023-08-16 14:04:42,Kak kalo mau kerja gimana ya ini haris v3 sementara di aplikasi jenis vaksinnya udh termasuk booster. tolong dong sertifikatnya di kondisikan. Nunggu vaksin harus turun tiket dulu gak bisa kerja2 dong
Kmiyazono o,1,2023-08-16 13:13:16,Caranya biar sertifikatnya muncul gimana ? Udah vaksin ke tiga tapi sertifikat masih 2 aja
Prihatmodewo,2,2023-08-16 12:49:54,"Aplikasi kesehatan kok buat coba-coba....sulit dipahami...sdh bagus pakai aplikasi Peduli lindungi...di update terus....,aplikasi nya...padahal data nya tdk update.....sudah vaksin booster ke 2 tidak ada datanya padahal sudah update aplikasi...., parah....."
Adi Kar999,3,2023-08-16 11:52:34,Makin kesini makin kesana. Mau login aja susah bener. Tolong lah diperbaiki lagi.
Jimmy Sucipto,1,2023-08-16 11:48:24,"Sudah input kode otp dengan benar, masih aja dibilang salah"
Robby Gmg,1,2023-08-16 11:41:17,"Aplikasi BODOH, Fitur TOLOL, Udah bener2 Peduli lindung Malah Upgrade Jdi APLIKASI THOLOL"
syahdan fatihan,1,2023-08-16 09:38:58,Jelek bgt gabisa login login. Ternyata org lain juga sama penilaiannya.
Dimas Puji Cahyono,1,2023-08-16 09:10:21,"kok jadi gini sih, saya sudah vaksin ke 3 kok sertifikatnya gk keluar, cuma sertivikat vaksin 1 dan 2 saja tolong perbaiki lah"
ᴊs•kikuk pwk,1,2023-08-16 09:02:55,Makin susah aja buat masuk nya ngak kaya dulu gampang banget di perbarui bukan nya tambah mudah malah tambah sulit. L
